Kenteken,Voertuigsoort,Merk,Handelsbenaming,Bruto BPM,Cilinderinhoud,Massa ledig voertuig,Toegestane maximum massa voertuig,Catalogusprijs,WAM verzekerd
ZK835B,Personenauto,BMW,X1 SDRIVE20I,7313,1998,1460,2065,51070,Ja
ST482V,Personenauto,RENAULT,CLIO,2911,898,1063,1639,19895,Ja
PX279T,Personenauto,HONDA,HONDA CR-V,5233,1997,1470,2050,40550,Ja
27KDF8,Personenauto,TOYOTA,TOYOTA AYGO,,998,805,1190,11715,Ja
AH8223,Personenauto,FORD,MUSTANG COUPE,,,1340,,,Ja
JN587S,Personenauto,TOYOTA,TOYOTA AYGO,1270,998,830,1240,14335,Ja
RS548D,Personenauto,KIA,PICANTO,625,1248,825,1370,12295,Ja
92PVRH,Personenauto,VOLKSWAGEN,GOLF,6058,1984,1217,1810,,Ja
NHPH79,Personenauto,TOYOTA,COROLLA 1.6 HB. 5DRS.,3310,1587,1035,1595,,Ja
GT621P,Personenauto,SUZUKI,SX4,4167,1586,1060,1730,24698,Ja
29NNP3,Personenauto,BMW,520D,15633,1995,1690,2365,73664,Ja
K820HD,Personenauto,NISSAN,NISSAN QASHQAI,2520,1197,1260,1880,35789,Ja
11SRJH,Personenauto,SUZUKI,SWIFT,3481,1490,975,1485,12929,Ja
RX425B,Personenauto,MC LOUIS,M 110,10063,2800,2932,3500,,Ja
87THP2,Personenauto,SUZUKI,SX4,3952,1586,1115,1650,15962,Ja
NP803P,Personenauto,SUZUKI,BALENO,1957,1242,840,1405,17208,Ja
00TVG2,Personenauto,VOLKSWAGEN,UP,,999,840,1290,9980,Ja
40XDVX,Personenauto,BUERSTNER,TEILINTEGRIERT,11169,2800,2890,3400,,Ja
26LHBZ,Personenauto,VOLKSWAGEN,LUPO,2167,1390,870,1380,,Ja
K574HN,Personenauto,SKODA,KODIAQ,8458,1498,1481,2189,46482,Ja
PR342D,Personenauto,RENAULT,KADJAR,4970,1461,1355,1916,34305,Ja
35ZDBL,Personenauto,PORSCHE,911 CARRERA 4,31914,3387,1350,1775,,Ja
J750KZ,Personenauto,MG,MG ZS EV,,,1466,1966,30640,Ja
1ZHB38,Personenauto,RENAULT,TWINGO,735,999,840,1360,15955,Ja
GP877G,Personenauto,CITROEN,C4 CACTUS,2392,1199,995,1555,21880,Ja
45TBH7,Personenauto,JEEP,GRAND CHEROKEE,27834,2987,2247,2949,89978,Ja
73HGZR,Personenauto,RENAULT,MEGANE SCENIC,4133,1390,1210,1795,,Ja
J570XN,Personenauto,FORD,MUSTANG,6560,4009,1561,1987,,Ja
ZJ242X,Personenauto,SKODA,OCTAVIA,3776,999,1168,1838,26805,Ja
L012JT,Personenauto,FIAT,FIAT 500,2486,999,955,1360,19854,Ja
SJ002X,Personenauto,KIA,STONIC,4440,998,1085,1640,25280,Ja
35LJKH,Personenauto,RENAULT,MEGANE,3783,1390,1140,1715,,Ja
ZD257Z,Personenauto,HYUNDAI,KONA,,,1660,2170,45710,Ja
99HZGV,Personenauto,VOLVO,S60,8038,2435,1471,2000,,Ja
70KKP8,Personenauto,SEAT,IBIZA,4207,1598,1015,1541,18686,Ja
ZH973V,Personenauto,OPEL,ASTRA,3907,999,1163,1780,26188,Ja
1ZRH05,Personenauto,FIAT,PANDA,1081,964,930,1435,12920,Ja
87RVJ5,Personenauto,FORD,FIESTA,1981,1242,954,1495,13096,Ja
7TKK65,Personenauto,MERCEDES-BENZ,E 220 BLUETEC,7719,2143,1695,2360,84245,Ja
K056HR,Personenauto,MERCEDES-BENZ,EQV,,,2560,3500,78059,Ja
84PRB1,Personenauto,OPEL,AGILA,1010,1242,965,1485,13394,Ja
PN687R,Personenauto,OPEL,CORSA-E,2089,999,1063,1650,18064,Ja
25LNBV,Personenauto,CITROEN,C5,6261,1997,1349,1974,,Ja
ZDJF53,Personenauto,VOLKSWAGEN,NEW BEETLE,5562,1984,1203,1650,,Ja
KR268X,Personenauto,BMW,318I,5984,1499,1465,2085,50152,Ja
K457GB,Personenauto,AUDI,A4 LIMOUSINE,5038,1984,1460,2060,46901,Ja
TX795F,Personenauto,RENAULT,ZOE,,,1448,1923,33685,Ja
TG652R,Personenauto,RENAULT,CLIO,3342,898,1063,1639,21651,Ja
SP094B,Personenauto,OPEL,MOKKA,5749,1598,1255,1789,23189,Ja
G400GT,Personenauto,CITROEN,C4 CACTUS,3383,1199,1040,1575,25974,Ja
37SNJ1,Personenauto,CITROEN,C3 PICASSO,4153,1397,1221,1747,20480,Ja
ZB690H,Personenauto,AUDI,A3 SPORTBACK E-TRON,385,1395,1515,2050,46155,Ja
K444NV,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,1824,2360,1865,2390,47489,Ja
58PXT9,Personenauto,FORD,FIESTA,2176,1242,941,1490,13745,Ja
ND735V,Personenauto,BMW,X1 SDRIVE20I,6232,1998,1460,2075,52214,Ja
4KDF01,Personenauto,MAZDA,MAZDA CX-5,5500,1998,1295,1930,32084,Ja
93LSR5,Personenauto,AUDI,AUDI S4,21594,2995,1710,2305,,Ja
7KST82,Personenauto,RENAULT,TWINGO,1125,1149,839,1360,12674,Ja
55JDHV,Personenauto,MERCEDES-BENZ,SL 500,40662,4966,1745,2140,,Ja
23XLBD,Personenauto,PEUGEOT,PEUGEOT 107,1035,998,780,1190,10449,Ja
97ZBLZ,Personenauto,SAAB,SAAB 9-3,8541,1985,1315,1880,,Ja
51SVZF,Personenauto,AUDI,AUDI A6,12072,1984,1495,2100,,Ja
21ZVP3,Personenauto,VOLKSWAGEN,BEETLE,3419,1197,1174,1680,24129,Ja
1SNV32,Personenauto,OPEL,ASTRA SPORTS TOURER,3458,1362,1403,2045,31525,Ja
03TVZ7,Personenauto,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,25996,2987,2075,2950,117515,Ja
55KDV2,Personenauto,PEUGEOT,307,2342,1997,1268,1750,,Ja
XB468L,Personenauto,HYUNDAI,TUCSON,3492,1591,1354,1895,31870,Ja
PL637L,Personenauto,FIAT,FIAT 500,1297,964,840,1305,16530,Ja
PB371D,Personenauto,FORD,C-MAX,4396,999,1291,1900,29984,Ja
98NXDN,Personenauto,AUDI,AUDI A3,5339,1595,1180,1765,,Ja
03ZXK1,Personenauto,VOLKSWAGEN,GOLF,2500,1197,1151,1750,28902,Ja
63XSVG,Personenauto,AUDI,AUDI A4,9903,1781,1425,2000,,Ja
66PNZ4,Personenauto,FORD,KA,630,1242,840,1320,11000,Ja
1XHH02,Personenauto,SEAT,TOLEDO,2730,1197,1055,1615,20460,Ja
2TSB54,Personenauto,MERCEDES-BENZ,C 200,619,1796,1405,2020,47411,Ja
DM9187,Personenauto,MG,B,,,1000,,,Ja
DE8321,Personenauto,TRIUMPH,TR 6,,,1083,,,Ja
1XBB18,Personenauto,DACIA,SANDERO,2940,898,937,1520,14309,Ja
79TJBJ,Personenauto,AUDI,AUDI TT,11994,1781,1285,1610,,Ja
RJ204F,Personenauto,PEUGEOT,2008,2366,1199,1065,1655,26290,Ja
18NZL1,Personenauto,PEUGEOT,5008,6866,1598,1435,2050,33570,Ja
NV324Z,Personenauto,TOYOTA,TOYOTA AYGO,373,998,805,1190,,Ja
10LGSN,Personenauto,FORD,FIESTA,2785,1299,1007,1540,,Ja
33SPBD,Personenauto,MERCEDES-BENZ,B 200 TURBO,9599,2035,1270,1880,38927,Ja
01NHPN,Personenauto,FORD,FOCUS,4182,1596,1067,1590,,Ja
24RLT5,Personenauto,BMW,528I,14389,2996,1720,2395,80399,Ja
16GGK4,Personenauto,HYUNDAI,I 10,1215,1086,900,1405,10660,Ja
7ZSN55,Personenauto,CHAUSSON,TRIGANO FI1,9096,2800,2841,3400,,Ja
L367GZ,Personenauto,RENAULT,KADJAR,615,1197,1295,1866,33298,Ja
62KDX1,Personenauto,SUZUKI,ALTO,,996,830,1250,8499,Ja
RH635Z,Personenauto,HYUNDAI,KONA,4396,998,1208,1775,24635,Ja
33XVTV,Personenauto,SEAT,LEON,6704,1798,1295,1890,,Ja
37NJGV,Personenauto,CITROEN,C3 PLURIEL,4228,1360,1111,1506,,Nee
SZ766P,Personenauto,VOLKSWAGEN,POLO,2494,999,1045,1610,19455,Ja
6KJN13,Personenauto,VOLKSWAGEN,UP,,999,840,1290,10530,Ja
H577JF,Personenauto,PORSCHE,CAYENNE E-HYBRID,9705,2995,2335,3055,128058,Ja
G233DR,Personenauto,TOYOTA,TOYOTA AYGO,1402,998,830,1240,16320,Ja
2KVR50,Personenauto,RENAULT,MEGANE,1010,1461,1283,1864,31335,Ja
PF534K,Personenauto,MINI,COUNTRYMAN COOPER S ALL4,9181,1998,1505,2120,61354,Ja
3KXJ47,Personenauto,BMW,320ED,5357,1995,1475,2050,55361,Ja
40KTR8,Personenauto,PEUGEOT,PEUGEOT 107,,998,780,1190,10994,Ja
G323FR,Personenauto,SEAT,IBIZA,3514,999,1049,1650,25770,Ja
XS867X,Personenauto,HYUNDAI,I 30,3793,1368,1279,1820,22942,Ja
6TJK11,Personenauto,FIAT,FIAT 500,1837,1242,880,1320,18200,Ja
70XSHT,Personenauto,CITROEN,CITROEN C1,1450,998,780,1190,12010,Ja
J536VG,Personenauto,KIA,NIRO,,,1712,2230,47765,Ja
GX827G,Personenauto,MINI,COOPER S,5677,1598,1310,1845,49664,Ja
4XXH13,Personenauto,LAND ROVER,RANGE ROVER EVOQUE,15079,2179,1650,2350,58780,Ja
SG115J,Personenauto,VOLKSWAGEN,CARAVELLE,10444,1968,2149,3000,,Ja
2XTZ19,Personenauto,FORD,KUGA,15895,2521,1553,2130,45164,Ja
50LFLF,Personenauto,HYUNDAI,ATOS SPIRIT,1161,999,822,1316,,Ja
28PSK4,Personenauto,TOYOTA,TOYOTA YARIS,1651,1329,1015,1480,16846,Ja
27PGKJ,Personenauto,SKODA,FABIA,2535,1390,1035,1575,,Ja
SR159X,Personenauto,VOLKSWAGEN,TOURAN,10115,1598,1450,2150,41150,Ja
50TJB7,Personenauto,BMW,3ER REIHE,7309,1995,1480,2045,46157,Ja
KN153V,Personenauto,RENAULT,TWINGO,2760,898,968,1413,14790,Ja
3TKJ41,Personenauto,BMW,316I,5544,1598,1445,2065,42318,Ja
ZS724V,Personenauto,VOLKSWAGEN,TRANSPORTER TDI 96 KW 1.0 AUT,7311,2461,2057,2800,,Ja
XV261N,Personenauto,VOLKSWAGEN,GOLF,4038,999,1210,1860,28953,Ja
DL2794,Personenauto,PEUGEOT,204 COUPE,,,870,,,Nee
HD839B,Personenauto,VOLKSWAGEN,POLO,1495,999,1011,1560,18200,Ja
10LFDL,Personenauto,VOLVO,S40,7466,1870,1270,1770,,Ja
G075VN,Personenauto,POESSL,KW 18,11583,1997,2880,3500,47883,Ja
2KTN91,Personenauto,TOYOTA,TOYOTA VERSO,5960,1798,1395,2125,31326,Ja
H643HX,Personenauto,KIA,SOUL,,,1657,2180,45535,Ja
6ZDD87,Personenauto,FIAT,FIAT 500,,964,840,1305,14790,Ja
98ZJZF,Personenauto,VOLKSWAGEN,POLO,3501,1390,988,1580,16282,Ja
K198ZS,Personenauto,MERCEDES-BENZ,B 180,1100,1595,1295,1960,33986,Ja
24NNHS,Personenauto,TOYOTA,TOYOTA AVENSIS VERSO,6829,1998,1420,2140,,Ja
JV464X,Personenauto,VOLKSWAGEN,TOURAN,4992,1197,1336,2060,30737,Ja
HZ03NV,Personenauto,RENAULT,9 TC,,,786,,,Nee
SL483H,Personenauto,VOLVO,XC90,24826,4414,2207,2760,,Nee
7KGH21,Personenauto,TOYOTA,TOYOTA AYGO,,998,780,1190,9580,Ja
11RKHB,Personenauto,FORD,FIESTA,3375,1388,1002,1530,,Ja
XK846L,Personenauto,SKODA,OCTAVIA,3776,999,1168,1838,27125,Ja
35XVJR,Personenauto,TOYOTA,TOYOTA AURIS,4472,1398,1195,1720,20300,Ja
8XLB80,Personenauto,CITROEN,CITROEN C1,,998,775,1180,9890,Ja
TZ362F,Personenauto,KIA,PICANTO,1573,998,830,1300,12910,Ja
TL901K,Personenauto,HYUNDAI,I10,1762,998,908,1310,12511,Ja
78PRVS,Personenauto,FORD,FOCUS,3952,1596,1050,1635,,Ja
ZK832R,Personenauto,ALFA ROMEO,ALFA GIULIETTA,5219,1368,1255,1785,28200,Ja
16DLPF,Personenauto,TOYOTA,TOYOTA YARIS,2251,998,805,1320,,Ja
01TXP7,Personenauto,VOLVO,V70,7229,1596,1493,2190,42398,Ja
XS474H,Personenauto,VOLVO,XC40,13506,1969,1610,2220,59304,Ja
35RVR1,Personenauto,PEUGEOT,508,6026,1598,1395,2080,35570,Ja
5KJR73,Personenauto,CITROEN,CITROEN C1,,998,780,1190,,Ja
81LJVX,Personenauto,RENAULT,MEGANE SCENIC,4346,1390,1210,1795,,Ja
93RPT1,Personenauto,TOYOTA,STARLET 1.3 DX 3DRS AUT,,1295,746,1225,,Ja
58JRVT,Personenauto,PORSCHE,911 CARRERA,34237,3596,1400,1855,,Ja
KR860V,Personenauto,MERCEDES-BENZ,GLA 180,6108,1595,1335,1920,45281,Ja
79ZLD3,Personenauto,FORD,B-MAX,2772,998,1179,1760,24729,Ja
38TJH1,Personenauto,RENAULT,MEGANE SCENIC,7325,1598,1419,2074,28180,Ja
09GZTR,Personenauto,OPEL,CORSA-C,3176,1199,935,1470,,Ja
1STP70,Personenauto,VOLVO,V40,1010,1560,1266,1890,30174,Ja
3SGR94,Personenauto,PEUGEOT,208,1125,1199,950,1530,18560,Ja
J533FV,Personenauto,NISSAN,NISSAN JUKE,4294,999,1157,1700,27641,Ja
G111KF,Personenauto,FORD,FOCUS,3514,999,1180,1855,29899,Ja
SB87BG,Personenauto,VOLKSWAGEN,25 KAMPEERWAGEN,,,1624,,,Ja
78TPDH,Personenauto,FORD,FOCUS,5098,1999,1259,1895,,Ja
48LBVV,Personenauto,PEUGEOT,206,5750,1997,1127,1562,,Ja
J153PX,Personenauto,FORD,FOCUS,2682,999,1283,1925,27270,Ja
32NNTJ,Personenauto,BMW,5ER REIHE,13170,2171,1475,2040,,Ja
GJ272T,Personenauto,KIA,PICANTO,1564,998,830,1400,12590,Ja
ZL126R,Personenauto,DACIA,SANDERO,6134,898,1015,1538,17175,Ja
DZ7187,Personenauto,CADILLAC,V-63,,4398,1708,,,Ja
36PGD1,Personenauto,OPEL,CORSA,2710,1398,1040,1585,17646,Ja
88KNH3,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,10141,2360,1570,2290,,Ja
RZ029G,Personenauto,OPEL,ASTRA SPORTS TOURER,2772,999,1178,1850,24470,Ja
19XKL7,Personenauto,MAZDA,MAZDA CX-5,4699,1998,1290,1930,30683,Ja
6TZD34,Personenauto,MINI,MINI,1995,1499,1060,1565,34665,Ja
H805BH,Personenauto,VOLKSWAGEN,T-CROSS,4431,999,1175,1760,28698,Ja
XJ121V,Personenauto,FIAT,FIAT 500,1434,1242,840,1305,,Ja
19FZGH,Personenauto,TOYOTA,TOYOTA YARIS VERSO,3673,1299,975,1530,,Ja
07GNX9,Personenauto,HYUNDAI,GETZ,2320,1399,1000,1510,12904,Ja
71TKS2,Personenauto,RENAULT,TWINGO,,1149,839,1360,12265,Ja
52SKF1,Personenauto,PEUGEOT,PEUGEOT 107,,998,780,1190,10920,Ja
16XTN4,Personenauto,VOLKSWAGEN,UP,,999,840,1290,11370,Ja
RH175H,Personenauto,HONDA,CIVIC 5DR,4396,988,1246,1775,32390,Ja
14PTNH,Personenauto,ALFA ROMEO,ALFA ROMEO 147,5318,1598,1195,1740,,Ja
7KBF35,Personenauto,VOLKSWAGEN,GOLF,2500,1197,1151,1750,28932,Ja
HJ310L,Personenauto,FIAT,FIAT PUNTO,2083,1368,1015,1600,,Ja
SZST01,Personenauto,MAZDA,MAZDA XEDOS 9,11052,2497,1410,1955,,Nee
46KPG7,Personenauto,VOLKSWAGEN,POLO,3447,1390,970,1550,19729,Ja
RV618V,Personenauto,OPEL,KARL ROCKS / VIVA ROCKS,2494,999,839,1353,15484,Ja
3SRJ15,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,,1998,1785,2310,52679,Ja
89HHZ4,Personenauto,HONDA,CIVIC 4DR HYBRID,875,1339,1268,1720,25401,Ja
ZHGL91,Personenauto,OPEL,CORSA-B,2265,1199,880,1400,,Ja
36PVXK,Personenauto,CITROEN,C3,3076,1360,980,1470,15285,Ja
SF113X,Personenauto,MERCEDES-BENZ,CLA 180,5691,1595,1330,1920,37827,Ja
HK885K,Personenauto,NISSAN,NISSAN PULSAR,3383,1197,1165,1750,20440,Ja
99ZBXZ,Personenauto,AUDI,AUDI A5,19806,3197,1470,1995,75650,Ja
46TFBB,Personenauto,MERCEDES-BENZ,VITO 111 CDI,13312,2148,1690,2940,46785,Ja
78HVDS,Personenauto,CITROEN,BERLINGO,3472,1587,1137,1780,,Ja
SL984T,Personenauto,SEAT,LEON ST,4301,1395,1177,1840,29310,Ja
81PHHZ,Personenauto,VOLKSWAGEN,LUPO,2349,1390,870,1380,,Ja
SRJP97,Personenauto,NISSAN,NISSAN MICRA,1853,,755,1290,,Ja
TR784G,Personenauto,RENAULT,CLIO,1825,898,1057,1621,20085,Ja
K922BV,Personenauto,MINI,COOPER,4637,1499,1205,1670,34866,Ja
85ZHB7,Personenauto,KIA,OPTIMA,4634,1999,1562,2050,34790,Ja
21XRF5,Personenauto,MINI,MINI COOPER,8148,1598,1150,1575,,Ja
27RDFJ,Personenauto,OPEL,ASTRA STATION WAGON,5393,1598,1215,1860,23694,Ja
47XTTJ,Personenauto,OPEL,ZAFIRA,7805,2198,1470,2150,32113,Ja
L807GV,Personenauto,CITROEN,C1,1838,998,815,1240,14880,Ja
73TKD2,Personenauto,OPEL,CORSA,,1229,1063,1605,16744,Ja
6XXD93,Personenauto,BMW,320I,6678,1997,1375,1975,46917,Ja
58JPRV,Personenauto,PEUGEOT,206,2820,1360,925,1450,,Ja
87YA17,Personenauto,VOLVO,1800 ES OVERDRIVE.,,,1166,,,Nee
17ZBG5,Personenauto,PEUGEOT,3008,8549,1598,1434,2020,32940,Ja
DR8672,Personenauto,PEUGEOT,404,,,1150,,,Nee
52HXNP,Personenauto,SUZUKI,WAGON R,1994,1298,905,1355,,Ja
32SKG5,Personenauto,RENAULT,KANGOO,3730,1598,1080,1630,,Ja
ZF606F,Personenauto,VOLKSWAGEN,POLO,3121,999,1045,1610,22014,Ja
38GJN7,Personenauto,FORD,FOCUS,4095,1596,1149,1730,,Ja
HNVV87,Personenauto,MERCEDES-BENZ,SL 320 ROADSTER U9,29262,3199,1750,2170,,Ja
L910JL,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,,,1705,2270,38067,Ja
40PJL7,Personenauto,DACIA,SANDERO,2126,1149,950,1470,11135,Ja
J555RD,Personenauto,PORSCHE,911 CARRERA 4S,65414,2981,1581,1965,207881,Ja
8STP83,Personenauto,OPEL,MERIVA,9917,1362,1371,1995,30375,Ja
NV583Z,Personenauto,FORD,FOCUS,2426,999,1176,1900,22778,Ja
K633NK,Personenauto,VOLKSWAGEN,UP!,357,999,840,1290,13047,Ja
HN998J,Personenauto,KIA,SPORTAGE,6967,1591,1280,1830,27990,Ja
H642GF,Personenauto,VOLKSWAGEN,PASSAT,3604,1395,1329,2000,35986,Ja
01RBP9,Personenauto,PEUGEOT,206+,2094,1124,905,1361,11590,Ja
2ZDX91,Personenauto,RENAULT,CLIO,735,898,984,1588,15680,Ja
62FVTG,Personenauto,MERCEDES-BENZ,E 320 4-MATIC,21444,3199,1620,2250,,Ja
89NPN5,Personenauto,SEAT,IBIZA ST,,1199,1105,1645,18580,Ja
J396TF,Personenauto,HONDA,CR-V,6898,1993,1585,2240,46330,Ja
00FU55,Personenauto,BMW,1602,,,980,,,Ja
KF613R,Personenauto,MERCEDES-BENZ,B 200 TURBO,8162,2034,1305,1880,55279,Ja
8KSL06,Personenauto,CITROEN,CITROEN C1,500,998,805,1190,10720,Ja
57RRL8,Personenauto,OPEL,CORSA,3127,1398,1063,1615,18764,Ja
J939NL,Personenauto,FIAT,FIAT 500,2310,999,955,1360,17785,Ja
54PFR8,Personenauto,SUZUKI,ALTO,,996,830,1250,8298,Ja
9ZTZ51,Personenauto,MERCEDES-BENZ,B 180,4503,1595,1325,1960,36293,Ja
49TVL7,Personenauto,MERCEDES-BENZ,C 200 CDI,7821,2143,1545,2185,55004,Ja
8TKB32,Personenauto,NISSAN,NISSAN MICRA,2835,1198,1014,1530,19225,Ja
20GHNK,Personenauto,TOYOTA,TOYOTA YARIS,2830,1299,885,1350,,Ja
XJSZ38,Personenauto,VOLKSWAGEN,BORA,4323,1595,1137,1720,,Ja
NP357T,Personenauto,TESLA MOTORS,MODEL S,,,2123,2640,132950,Ja
07NDH9,Personenauto,PEUGEOT,308,4974,1598,1415,2100,24200,Ja
60LNBT,Personenauto,CITROEN,XSARA PICASSO,5317,1749,1220,1795,,Ja
SK306N,Personenauto,BMW,X1 SDRIVE16D,9662,1496,1455,2030,49808,Ja
G841HF,Personenauto,PEUGEOT,108,1342,998,815,1240,15104,Ja
RV013N,Personenauto,AUDI,Q2,4996,1395,1255,1840,42171,Ja
59GXHX,Personenauto,TOYOTA,TOYOTA YARIS,2704,1299,870,1350,,Ja
HJ662H,Personenauto,OPEL,MOKKA,5847,1364,1294,1828,26380,Ja
JZ337S,Personenauto,RENAULT,MEGANE,4248,1197,1180,1806,23475,Ja
74ZDJ3,Personenauto,FIAT,FIAT PUNTO,814,1248,1120,1705,17273,Ja
TX291S,Personenauto,MERCEDES-BENZ,AMG G 63,75339,3982,2460,3200,262229,Ja
18TGS2,Personenauto,MERCEDES-BENZ,A 160,3972,1498,1145,1740,22163,Ja
NJ271F,Personenauto,SEAT,LEON,3200,1197,1175,1770,20447,Ja
9KKB39,Personenauto,VOLKSWAGEN,POLO,1240,1197,1002,1580,17023,Ja
G103LP,Personenauto,RENAULT,CAPTUR,5872,898,1148,1676,24410,Ja
48JZGT,Personenauto,OPEL,VECTRA-C,5486,1796,1275,1870,,Ja
GH192N,Personenauto,VOLKSWAGEN,PASSAT,5264,1598,1385,2060,38500,Ja
95RPTJ,Personenauto,VOLKSWAGEN,GOLF,4972,1390,1268,1900,,Ja
82FRSJ,Personenauto,RENAULT,MEGANE SCENIC,4643,1598,1225,1800,,Ja
HR025D,Personenauto,HONDA,HONDA CR-V,11454,1997,1492,2100,46700,Ja
59LVD7,Personenauto,FORD,FUSION,4728,1596,1064,1630,20710,Ja
KV239P,Personenauto,BMW I,I3,,,1220,1670,47412,Ja
38SXJB,Personenauto,KIA,SORENTO,8185,2351,1838,2455,32721,Ja
36LFJK,Personenauto,PEUGEOT,307,5086,1997,1177,1702,,Ja
7SBL25,Personenauto,FORD,B-MAX,2375,998,1179,1760,22745,Ja
74DRXK,Personenauto,RENAULT,TWINGO,1768,1149,795,1230,,Ja
05PJD9,Personenauto,FORD,FOCUS,4868,1596,1177,1820,21840,Ja
73JVZD,Personenauto,RENAULT,CLIO,3208,1390,955,1525,,Ja
28ZLJ4,Personenauto,TOYOTA,TOYOTA AYGO,,998,805,1190,10620,Ja
7SGJ23,Personenauto,BMW,116I,3625,1598,1275,1830,35953,Ja
TZ554R,Personenauto,MERCEDES-BENZ,SPRINTER,33787,2143,2572,3500,92031,Ja
RN676Z,Personenauto,RENAULT,TALISMAN,6818,1598,1491,2164,43040,Ja
H570ZX,Personenauto,PEUGEOT,3008,1365,1598,1815,2330,55121,Ja
02XTR1,Personenauto,POESSL,KW 009,10233,2198,2770,3300,,Ja
05JNR3,Personenauto,VOLKSWAGEN,GOLF PLUS,6270,1390,1338,1990,30840,Ja
TX526J,Personenauto,OPEL,ASTRA+,4301,1399,1168,1815,29621,Ja
33JSL5,Personenauto,HYUNDAI,TUCSON,5204,1975,1437,2050,23330,Ja
9TDJ34,Personenauto,VOLKSWAGEN,JETTA,,1395,1405,2020,29390,Ja
7XZT17,Personenauto,PEUGEOT,308,1093,1560,1275,1870,27940,Ja
40JRVT,Personenauto,VOLKSWAGEN,POLO,3353,1390,993,1560,,Ja
94SLH4,Personenauto,FORD,FIESTA,2238,1242,954,1495,14195,Ja
51TXFZ,Personenauto,MERCEDES-BENZ,280 SE,,2717,1539,2080,,Nee
KS801K,Personenauto,VOLKSWAGEN,GOLF PLUS,5556,1390,1338,1990,33671,Ja
79LVTX,Personenauto,DAEWOO,DAEWOO KALOS,3373,1399,1010,1540,,Ja
TK819S,Personenauto,MERCEDES-BENZ,B 180,6386,1595,1325,1960,38411,Nee
95FXRT,Personenauto,RENAULT,TWINGO,2133,1149,795,1230,,Ja
48NNJD,Personenauto,DAIHATSU,CUORE,1712,989,695,1200,,Ja
38KDN4,Personenauto,TOYOTA,TOYOTA AYGO,,998,805,1190,11014,Ja
82ZNLS,Personenauto,OPEL,MERIVA-A,5184,1598,1275,1855,22759,Ja
49RHHJ,Personenauto,OPEL,CORSA-C,2408,1229,910,1430,12850,Ja
79RGDH,Personenauto,HYUNDAI,ATOS-PRIME,1693,1086,859,1336,10204,Ja
3KNV41,Personenauto,FORD,FOCUS,1010,1560,1250,1900,28805,Ja
KN757T,Personenauto,VOLKSWAGEN,TIGUAN,3917,1984,1545,2260,47346,Ja
DL19PB,Personenauto,OPEL,MANTA HATCHBACK 20 S,,,1036,,,Ja
85RHG4,Personenauto,AUTOSTAR,ARYAL 8050,7002,2287,2870,3500,70710,Ja
27LJRR,Personenauto,MERCEDES-BENZ,C 200 CDI,11242,2148,1405,1985,,Ja
96PZT9,Personenauto,MERCEDES-BENZ,C 180 KOMPRESSOR,10319,1796,1405,1965,,Ja
94RZB2,Personenauto,VOLKSWAGEN,GOLF,3126,1197,1134,1750,23665,Ja
74XLNB,Personenauto,SKODA,FABIA,2966,1198,1025,1565,,Ja
90NBFH,Personenauto,SAAB,SAAB 9-3,9243,2171,1460,2020,,Nee
K635ST,Personenauto,BMW,Z4 M40I,15758,2998,1530,1860,89402,Ja
NB578D,Personenauto,NISSAN,NISSAN E-NV200,,,1514,2220,38394,Ja
8SBZ72,Personenauto,HONDA,JAZZ,4250,1339,1023,1610,20490,Ja
08GGF9,Personenauto,BMW,330 CI,15050,2979,1560,2005,,Ja
J707PJ,Personenauto,PEUGEOT,5008,2063,1199,1381,2130,38843,Ja
4XNX84,Personenauto,VOLKSWAGEN,GOLF,4309,1984,1295,1860,41810,Ja
5KTB98,Personenauto,FIAT,230,5403,1905,2500,3200,,Ja
24XHD5,Personenauto,MAZDA,MAZDA CX-5,4699,1998,1290,1930,30683,Ja
28KVH3,Personenauto,OPEL,ASTRA STATION WAGON,4776,1598,1178,1860,24084,Ja
11ZPDT,Personenauto,SUZUKI,SWIFT,2508,1328,965,1485,,Ja
2TBT23,Personenauto,DACIA,SANDERO,3625,898,998,1550,15730,Ja
K361GS,Personenauto,HONDA,CR-V,3764,1993,1643,2275,51055,Ja
H623RB,Personenauto,FORD,FOCUS,7579,1499,1354,1995,35374,Ja
RS592F,Personenauto,KIA,SPORTAGE,4366,1591,1280,1830,30898,Ja
77HZPV,Personenauto,RENAULT,MEGANE SCENIC,5038,1598,1225,1800,,Ja
H572VX,Personenauto,MERCEDES-BENZ,GLC 200 D,13925,1950,1710,2465,71968,Ja

